TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value (g/kg),Toxicity Value (mg/kg),MW,Toxicity molar kg unit,pLD50 (molar kg unit)
TOX-40044,,"N,N-diethyl-1-hydroxy-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",71438863,CCN(CC)C(=O)C1C=C2c3c(O)ccc4[nH]cc(c34)CC2N(C)C1,SJBIVHSZSSHVGK-UHFFFAOYSA-N,0.299965531,0.000299966,339.194677,8.843E-07,6.053377675
TOX-4008,Cemandil,7-[(2-formyloxy-2-phenylacetyl)amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,2615,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,RRJHESVQVSRQEX-UHFFFAOYSA-N,1999.906223,1.999906223,490.0729243,0.004080834,2.389251077
TOX-4009,cephaprin,3-(acetyloxymethyl)-8-oxo-7-[(2-pyridin-4-ylsulfanylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,2616,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,UQLLWWBDSUHNEB-UHFFFAOYSA-N,3000.198362,3.000198362,423.0558773,0.007091731,2.149247763
TOX-40116,,10-[2-(4-methylpiperazin-1-yl)ethyl]phenothiazine,3045437,CN1CCN(CCN2c3ccccc3Sc3ccccc32)CC1,KXSRCCZGVUUIAA-UHFFFAOYSA-N,36.00210149,0.036002101,325.1612687,0.000110721,3.955770958
TOX-40118,,9-[(1-methylpiperidin-2-yl)methyl]carbazole,43403,CN1CCCCC1Cn1c2ccccc2c2ccccc21,JVFDOOGBFMRGJE-UHFFFAOYSA-N,12.5000449,0.012500045,278.1782987,4.49354E-05,4.347411674
TOX-40122,,9-[(1-methylpiperidin-3-yl)methyl]carbazole,43406,CN1CCCC(Cn2c3ccccc3c3ccccc32)C1,UXGCHWUZMSCPMX-UHFFFAOYSA-N,18.00006465,0.018000065,278.1782987,6.47069E-05,4.189049182
TOX-4015,cefuroxime,3-(carbamoyloxymethyl)-7-[[2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,2659,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,JFPVXVDWJQMJEE-UHFFFAOYSA-N,1500.031811,1.500031811,424.0688845,0.003537236,2.451335939
TOX-4020,citric acid,"2-hydroxypropane-1,2,3-tricarboxylic acid",311,O=C(O)CC(O)(CC(=O)O)C(=O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,391.414727,0.391414727,192.0270026,0.002038332,2.690725141
TOX-4025,Cyclobutyrol,2-(1-hydroxycyclohexyl)butanoic acid,72065,CCC(C(=O)O)C1(O)CCCCC1,NIVFTEMPSCMWDE-UHFFFAOYSA-N,1919.989694,1.919989694,186.1255944,0.01031556,1.9865072
TOX-4027,desipramine,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine",2995,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N,12.00054057,0.012000541,266.1782987,4.50846E-05,4.345971835
TOX-4073,METHAQUALONE,2-methyl-3-(2-methylphenyl)quinazolin-4-one,6292,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,JEYCTXHKTXCGPB-UHFFFAOYSA-N,109.5396973,0.109539697,250.1106131,0.000437965,3.358560584
TOX-4096,promazine,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",4926,CN(C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,20.99793268,0.020997933,284.1347196,7.39013E-05,4.131347766
TOX-41224,PROCATEROL,8-hydroxy-5-[1-hydroxy-2-(propan-2-ylamino)butyl]-1H-quinolin-2-one,4916,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-UHFFFAOYSA-N,82.99914254,0.082999143,290.1630426,0.000286043,3.543568491
TOX-4123,atenolol,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,2249,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,49.99981223,0.049999812,266.1630426,0.000187854,3.726179379
TOX-41293,Betameprodine,(3-ethyl-1-methyl-4-phenylpiperidin-4-yl) propanoate,61118,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,ODEGQXRCQDVXSJ-UHFFFAOYSA-N,18.00052289,0.018000523,275.188529,6.54116E-05,4.184345206
TOX-41513,,"7-[[2-(3,5-dichloro-4-oxopyridin-1-yl)acetyl]amino]-3-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",432140,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,VTLCNEGVSVJLDN-UHFFFAOYSA-N,3199.679097,3.199679097,546.9612369,0.005849919,2.232850125
TOX-4153,thioridazine,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine,5452,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N,26.00091209,0.026000912,370.1537408,7.02435E-05,4.15339356
TOX-41704,,N-[[diethylamino(dimethylamino)phosphoryl]oxy-(dimethylamino)phosphoryl]-N-ethylethanamine,114072,CCN(CC)P(=O)(OP(=O)(N(C)C)N(CC)CC)N(C)C,ZPFAMENELPQWLE-UHFFFAOYSA-N,49.99985394,0.049999854,342.1949641,0.000146115,3.835304878
TOX-41705,,N-[bis[ethyl(methyl)amino]phosphoryloxy-[ethyl(methyl)amino]phosphoryl]-N-methylethanamine,114073,CCN(C)P(=O)(OP(=O)(N(C)CC)N(C)CC)N(C)CC,BJOSTNDCLMXDNM-UHFFFAOYSA-N,29.99991234,0.029999912,342.1949641,8.76691E-05,4.057153628
TOX-41706,,N-[dimethylamino-[dimethylamino-[ethyl(methyl)amino]phosphoryl]oxyphosphoryl]-N-methylethanamine,114074,CCN(C)P(=O)(OP(=O)(N(C)C)N(C)CC)N(C)C,XPDINFYMQPIJDG-UHFFFAOYSA-N,15.99964365,0.015999644,314.163664,5.09277E-05,4.293045643
TOX-41707,,N-[diethylamino-[diethylamino-[ethyl(methyl)amino]phosphoryl]oxyphosphoryl]-N-methylethanamine,114075,CCN(C)P(=O)(OP(=O)(N(C)CC)N(CC)CC)N(CC)CC,DJIRWBPYSOWEQJ-UHFFFAOYSA-N,39.99946005,0.03999946,370.2262643,0.000108041,3.966413096
TOX-41737,Dipropylene glycol dinonanoate,3-(3-nonanoyloxypropoxy)propyl nonanoate,114078,CCCCCCCCC(=O)OCCCOCCCOC(=O)CCCCCCCC,QNQFILNCKAALEB-UHFFFAOYSA-N,1059.930974,1.059930974,414.3345246,0.002558153,2.592073539
TOX-4179,histamine,2-(1H-imidazol-5-yl)ethanamine,774,NCCc1cnc[nH]1,NTYJJOPFIAHURM-UHFFFAOYSA-N,2.763049721,0.00276305,111.0796473,2.48745E-05,4.604245792
TOX-4184,meclofenoxate,2-(dimethylamino)ethyl 2-(4-chlorophenoxy)acetate,4039,CN(C)CCOC(=O)COc1ccc(Cl)cc1,XZTYGFHCIAKPGJ-UHFFFAOYSA-N,149.9959258,0.149995926,257.0818711,0.000583456,3.233991989
TOX-41915,,ethyl 5-fluorohexanoate,44671,CCOC(=O)CCCC(C)F,NPPLOQPYSBIGSI-UHFFFAOYSA-N,0.199995068,0.000199995,162.1056079,1.2337E-06,5.908778753
TOX-41916,,2-fluoroethyl 5-fluorohexanoate,44672,CC(F)CCCC(=O)OCCF,GTOZSKMMLOMDHE-UHFFFAOYSA-N,0.09999778,1.00E-04,180.0961861,5.552E-07,6.255514157
TOX-4203,,"N,N-diethyl-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",3981,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,VAYOSLLFUXYJDT-UHFFFAOYSA-N,0.299962899,0.000299963,323.1997624,9.281E-07,6.032403491
TOX-4206,drofenine,2-(diethylamino)ethyl 2-cyclohexyl-2-phenylacetate,3166,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,AGJBLWCLQCKRJP-UHFFFAOYSA-N,30.58521316,0.030585213,311.188529,9.82852E-05,4.007512068
TOX-4247,APHOLATE,"2,2,4,4,6,6-hexakis(aziridin-1-yl)-1,3,5-triaza-2lambda5,4lambda5,6lambda5-triphosphacyclohexa-1,3,5-triene",5845,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,PXZAWHSJYIECNQ-UHFFFAOYSA-N,2.899932612,0.002899933,387.1367517,7.4907E-06,5.125476496
TOX-42539,,"N,N,N',N'-tetrakis(2-chloroethyl)ethane-1,2-diamine",45428,ClCCN(CCCl)CCN(CCCl)CCCl,JKPPVAYNBVUZHO-UHFFFAOYSA-N,2.500032245,0.002500032,308.0380594,0.000008116,5.090658769
TOX-42550,,"2,9-dichloro-11-[3-(4-methylpiperazin-1-yl)propyl]benzo[b][1]benzazepine",115857,CN1CCN(CCCN2c3cc(Cl)ccc3C=Cc3ccc(Cl)cc32)CC1,BTHNVPOEPFEMNS-UHFFFAOYSA-N,12.00092451,0.012000925,401.1425532,2.99169E-05,4.52408403
TOX-42551,,"2-benzo[b][1]benzazepin-11-yl-N,N-diethylethanamine",115858,CCN(CC)CCN1c2ccccc2C=Cc2ccccc21,COAKLNSLMLYVFE-UHFFFAOYSA-N,7.999288704,0.007999289,292.1939488,2.73766E-05,4.562619846
TOX-42552,,"1-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-diethylpropan-2-amine",115375,CCN(CC)C(C)CN1c2ccccc2CCc2ccccc21,IFKXGGXTWBFSFQ-UHFFFAOYSA-N,12.00120594,0.012001206,308.2252489,3.89365E-05,4.409643324
TOX-42557,,"1-benzo[b][1]benzazepin-11-yl-N,N-dimethylpropan-2-amine",115376,CC(CN1c2ccccc2C=Cc2ccccc21)N(C)C,BSZNQHDGIACTOZ-UHFFFAOYSA-N,8.000028735,0.008000029,278.1782987,2.87586E-05,4.5412317
TOX-4261,,"4-[2-(10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethoxy]-4-oxobutanoic acid",3821262,CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,KLRNMIUKAXHHFS-UHFFFAOYSA-N,94.98748147,0.094987481,432.2511889,0.000219751,3.658069824
TOX-42666,,"7-methyl-N-phenylmethoxy-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",71439176,CN1CC(C(=O)NOCc2ccccc2)C=C2c3cccc4[nH]cc(c34)CC21,DNKCQSVUEVTFGH-UHFFFAOYSA-N,0.049992502,5.00E-05,373.179027,0.000000134,6.873012355
TOX-4267,Benzpiperylone,4-benzyl-2-(1-methylpiperidin-4-yl)-5-phenyl-1H-pyrazol-3-one,98514,CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,KMGARVOVYXNAOF-UHFFFAOYSA-N,83.00907721,0.083009077,347.1997624,0.000239082,3.621453833
TOX-42716,,"2,4,6-triiodo-N-methyl-3,5-bis(2,3,4,5,6-pentahydroxyhexanoylamino)benzamide",10440766,CNC(=O)c1c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c1I,ASFIRRNYUOVVLY-UHFFFAOYSA-N,23800.95286,23.80095286,898.875632,0.026478583,1.577105263
TOX-42880,,"4-ethyl-1-methyl-8-sulfanylidene-7,9-diazaspiro[4.5]decane-6,10-dione",3035079,CCC1CCC(C)C12C(=O)NC(=S)NC2=O,ZUXKNXSIYYEMIT-UHFFFAOYSA-N,50.99830234,0.050998302,240.0932488,0.00021241,3.672824229
TOX-42888,,"1,3,4-trimethyl-8-sulfanylidene-7,9-diazaspiro[4.5]decane-6,10-dione",3035085,CC1CC(C)C2(C(=O)NC(=S)NC2=O)C1C,OBZXSPFUUDQVCK-UHFFFAOYSA-N,75.99747013,0.07599747,240.0932488,0.000316533,3.499580813
TOX-42904,,"1,4-diethyl-8-sulfanylidene-7,9-diazaspiro[4.5]decane-6,10-dione",3035095,CCC1CCC(CC)C12C(=O)NC(=S)NC2=O,BYXPKMLEVPOTAE-UHFFFAOYSA-N,25.99948892,0.025999489,254.1088988,0.000102316,3.990055063
TOX-42907,,"4-ethyl-1,2-dimethyl-8-sulfanylidene-7,9-diazaspiro[4.5]decane-6,10-dione",3035097,CCC1CC(C)C(C)C12C(=O)NC(=S)NC2=O,SUHQHRJFPWBQNF-UHFFFAOYSA-N,41.99917437,0.041999174,254.1088988,0.00016528,3.781779121
TOX-4313,,2-(diethylamino)ethyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,201050,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,YXUBHIRQBSIPFE-UHFFFAOYSA-N,15.27835466,0.015278355,327.1834437,4.66966E-05,4.330714732
TOX-4318,propylene glycol,"propane-1,2-diol",1030,CC(O)CO,DNIAPMSPPWPWGF-UHFFFAOYSA-N,6499.572898,6.499572898,76.0524295,0.085461739,1.068228273
TOX-4320,Phencarbamide,"S-[2-(diethylamino)ethyl] N,N-diphenylcarbamothioate",6008,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,BZGIPVGCJGXQTA-UHFFFAOYSA-N,20.00115686,0.020001157,328.1609344,6.09492E-05,4.215031764
TOX-43232,,"5-pent-2-enyl-5-propan-2-yl-1,3-diazinane-2,4,6-trione",46528,CCC=CCC1(C(C)C)C(=O)NC(=O)NC1=O,FFFGGYAYNKCRNT-UHFFFAOYSA-N,63.99811986,0.06399812,238.1317424,0.000268751,3.570650074
TOX-4329,mephenesin,"3-(2-methylphenoxy)propane-1,2-diol",4059,Cc1ccccc1OCC(O)CO,JWDYCNIAQWPBHD-UHFFFAOYSA-N,125.000686,0.125000686,182.0942943,0.000686461,3.163383942
TOX-4342,tyramine,4-(2-aminoethyl)phenol,5610,NCCc1ccc(O)cc1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,299.9956259,0.299995626,137.084064,0.002188406,2.659872048
TOX-4343,CYSTEAMINE,2-aminoethanethiol,6058,NCCS,UFULAYFCSOUIOV-UHFFFAOYSA-N,149.9961114,0.149996111,77.02992022,0.001947245,2.710579448
TOX-4347,METHYLHYDRAZINE,methylhydrazine,6061,CNN,HDZGCSFEDULWCS-UHFFFAOYSA-N,11.99973954,0.01199974,46.05309819,0.000260563,3.584087033
TOX-43524,Carinamide,4-(benzylsulfonylamino)benzoic acid,10825,O=C(O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,ZOFLWJXPXAHZLI-UHFFFAOYSA-N,1418.961033,1.418961033,291.0565289,0.004875208,2.312006877
TOX-4375,FLUOROACETIC ACID,2-fluoroacetic acid,5237,O=C(O)CF,QEWYKACRFQMRMB-UHFFFAOYSA-N,0.27385426,0.000273854,78.01170756,3.5104E-06,5.454640283
TOX-4395,bemegride,"4-ethyl-4-methylpiperidine-2,6-dione",2310,CCC1(C)CC(=O)NC(=O)C1,ORRZGUBHBVWWOP-UHFFFAOYSA-N,22.99896261,0.022998963,155.0946287,0.00014829,3.82888851
TOX-4409,,"4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",5304,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,QMGVPVSNSZLJIA-UHFFFAOYSA-N,0.341975759,0.000341976,334.1681279,1.0234E-06,5.989969704
TOX-4417,,"4-[2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione",2900,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,YPHMISFOHDHNIV-UHFFFAOYSA-N,16.99987917,0.016999879,281.1627082,6.04628E-05,4.218511883
TOX-4430,methanol,methanol,887,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,8906.999995,8.906999995,32.02621475,0.278115914,0.555774159
TOX-4437,,"N,N-dimethylformamide",6228,CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,1799.876874,1.799876874,73.05276384,0.024638039,1.608393855
TOX-4458,Mercaptosuccinic acid,2-sulfanylbutanedioic acid,6268,O=C(O)CC(S)C(=O)O,NJRXVEJTAYWCQJ-UHFFFAOYSA-N,1000.0333,1.0000333,149.9986797,0.006666947,2.176072975
TOX-4464,,propan-1-ol,1031,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,483.0321491,0.483032149,60.05751488,0.008042826,2.094591321
TOX-44657,,N-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-N'-methyl-2-nitroethanimidamide,9883333,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,SYNOVMDJYWJCON-UHFFFAOYSA-N,108.9996533,0.108999653,314.1412616,0.000346977,3.459699867
TOX-4472,Pipradrol,diphenyl(piperidin-2-yl)methanol,10083,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,XSWHNYGMWWVAIE-UHFFFAOYSA-N,15.00157083,0.015001571,267.1623143,5.61515E-05,4.25063846
TOX-44880,,"5-[1-(2-methylpropylsulfanyl)ethyl]-5-propyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033344,CCCC1(C(C)SCC(C)C)C(=O)NC(=S)NC1=O,PETJLHNLZCDVKA-UHFFFAOYSA-N,103.0119188,0.103011919,302.1122699,0.000340972,3.467280887
TOX-45114,,"5-but-2-enyl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033354,C=CCC1(CC=CC)C(=O)NC(=S)NC1=O,QBQJPHIBWFAYST-UHFFFAOYSA-N,72.99938741,0.072999387,238.0775987,0.00030662,3.513399318
TOX-45115,,"5-(1-butylsulfanylethyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",48524,C=CCC1(C(C)SCCCC)C(=O)NC(=O)NC1=O,CVSZSEPCBQQDNS-UHFFFAOYSA-N,34.9998769,0.034999877,284.1194635,0.000123187,3.909434469
TOX-45117,,"5-(2-butylsulfanylethyl)-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033356,C=CCC1(CCSCCCC)C(=O)NC(=S)NC1=O,XBKQLRPRXKVBHG-UHFFFAOYSA-N,59.99021471,0.059990215,300.0966199,0.000199903,3.699180687
TOX-45118,,"5-(butylsulfanylmethyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",48530,C=CCC1(CSCCCC)C(=O)NC(=O)NC1=O,FQOOLQSUOPHTID-UHFFFAOYSA-N,46.99930457,0.046999305,270.1038134,0.000174005,3.759439284
TOX-45124,,"5-(ethylsulfanylmethyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",48546,C=CCC1(CSCC)C(=O)NC(=O)NC1=O,IVBRHHPWBIUNCT-UHFFFAOYSA-N,158.0000001,0.158,242.0725133,0.000652697,3.185288392
TOX-45128,,"5-but-3-en-2-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033361,C=CCC1(C(C)C=C)C(=O)NC(=S)NC1=O,CIFKLCGMJLPAFM-UHFFFAOYSA-N,57.99951323,0.057999513,238.0775987,0.000243616,3.613294185
TOX-45130,,"5-prop-2-enyl-5-(propylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48566,C=CCC1(CSCCC)C(=O)NC(=O)NC1=O,WCEAIJAZNKBHLQ-UHFFFAOYSA-N,72.99800637,0.072998006,256.0881634,0.00028505,3.545078506
TOX-45131,,"5-(2-methylpropyl)-5-(1-prop-2-enylsulfanylethyl)-1,3-diazinane-2,4,6-trione",48568,C=CCSC(C)C1(CC(C)C)C(=O)NC(=O)NC1=O,VBKPVKRXXDBXQW-UHFFFAOYSA-N,45.99983828,0.045999838,284.1194635,0.000161903,3.790744681
TOX-45132,,"5-(2-methylpropyl)-5-(1-prop-2-enylsulfanylethyl)-2-sulfanylidene-1,3-diazinane-4,6-dione",3033363,C=CCSC(C)C1(CC(C)C)C(=O)NC(=S)NC1=O,XPKBSEAHSDMPPT-UHFFFAOYSA-N,72.98809444,0.072988094,300.0966199,0.000243215,3.614009078
TOX-45133,,"5-ethyl-5-(prop-2-enylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48572,C=CCSCC1(CC)C(=O)NC(=O)NC1=O,RZQIQKCJXWIXCQ-UHFFFAOYSA-N,155.9999999,0.156,242.0725133,0.000644435,3.190820881
TOX-45200,,"5-ethyl-5-(2-ethylbutylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48725,CCC(CC)CSCC1(CC)C(=O)NC(=O)NC1=O,JMBVWCQCRLAGNZ-UHFFFAOYSA-N,64.99841127,0.064998411,286.1351136,0.00022716,3.643668415
TOX-45209,,"5-ethyl-5-(1-ethylsulfanylbutyl)-2-sulfanylidene-1,3-diazinane-4,6-dione",3033369,CCCC(SCC)C1(CC)C(=O)NC(=S)NC1=O,SHSCZEWWKUIDET-UHFFFAOYSA-N,31.99578421,0.031995784,288.0966199,0.000111059,3.954445404
TOX-45210,,"5-ethyl-5-(2-ethyl-1-ethylsulfanylbutyl)-1,3-diazinane-2,4,6-trione",48740,CCSC(C(CC)CC)C1(CC)C(=O)NC(=O)NC1=O,ILERSEVUEVTUFN-UHFFFAOYSA-N,64.9991345,0.064999135,300.1507636,0.000216555,3.664431879
TOX-45213,,"5-ethyl-5-(1-ethylsulfanyl-2-methylpropyl)-1,3-diazinane-2,4,6-trione",48746,CCSC(C(C)C)C1(CC)C(=O)NC(=O)NC1=O,AHGIEYXXAOXNPX-UHFFFAOYSA-N,44.00000003,0.044,272.1194635,0.000161694,3.791306929
TOX-45215,,"5-ethyl-5-(hexylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48750,CCCCCCSCC1(CC)C(=O)NC(=O)NC1=O,OQDQWXDENSTGST-UHFFFAOYSA-N,42.998949,0.042998949,286.1351136,0.000150275,3.823113316
TOX-45218,,"5-ethyl-5-(2-methylpropylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48757,CCC1(CSCC(C)C)C(=O)NC(=O)NC1=O,CYOOJZDTAYVGFV-UHFFFAOYSA-N,103.9987924,0.103998792,258.1038134,0.000402934,3.394766125
TOX-45221,,"5-ethyl-5-[1-(3-methylbutylsulfanyl)ethyl]-1,3-diazinane-2,4,6-trione",48764,CCC1(C(C)SCCC(C)C)C(=O)NC(=O)NC1=O,BVYBUKGTZIFCJB-UHFFFAOYSA-N,44.99890009,0.0449989,286.1351136,0.000157265,3.803369258
TOX-45222,,"5-ethyl-5-[1-(3-methylbutylsulfanyl)ethyl]-2-sulfanylidene-1,3-diazinane-4,6-dione",3033375,CCC1(C(C)SCCC(C)C)C(=O)NC(=S)NC1=O,NVOVQSVSXLEGCH-UHFFFAOYSA-N,51.00590151,0.051005902,302.1122699,0.000168831,3.772547936
TOX-45223,,"5-ethyl-5-(3-methylbutylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48768,CCC1(CSCCC(C)C)C(=O)NC(=O)NC1=O,QQDPWYAUARKZON-UHFFFAOYSA-N,60.99999997,0.061,272.1194635,0.000224166,3.649429771
TOX-45224,,"5-ethyl-5-(3-methylbutylsulfanylmethyl)-2-sulfanylidene-1,3-diazinane-4,6-dione",3033377,CCC1(CSCCC(C)C)C(=O)NC(=S)NC1=O,MOTRTFNYSTWHCE-UHFFFAOYSA-N,60.99196355,0.060991964,288.0966199,0.000211707,3.674265548
TOX-45229,,"5-ethyl-5-(1-propan-2-ylsulfanylpropyl)-1,3-diazinane-2,4,6-trione",48779,CCC(SC(C)C)C1(CC)C(=O)NC(=O)NC1=O,KFVVJUSRWVTBTK-UHFFFAOYSA-N,9.999999996,0.01,272.1194635,3.67486E-05,4.434759606
TOX-45232,,"5-but-3-en-2-yl-5-ethyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033380,C=CC(C)C1(CC)C(=O)NC(=S)NC1=O,WNZAQJGCZRRQSX-UHFFFAOYSA-N,58.99973934,0.058999739,226.0775987,0.000260971,3.583407439
TOX-45235,,"5-ethyl-5-(pentan-2-ylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",48792,CCCC(C)SCC1(CC)C(=O)NC(=O)NC1=O,LTFBSQVREUDCFM-UHFFFAOYSA-N,72.99999995,0.073,272.1194635,0.000268265,3.571436746
TOX-45478,,"5-butan-2-yl-5-but-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033388,CC=CCC1(C(C)CC)C(=O)NC(=S)NC1=O,LBAJCNFKAGARBF-UHFFFAOYSA-N,52.9989581,0.052998958,254.1088988,0.000208568,3.680752542
TOX-45479,,"5-but-2-enyl-5-ethyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033390,CC=CCC1(CC)C(=O)NC(=S)NC1=O,QCXQHOFJDTZLMI-UHFFFAOYSA-N,52.99976585,0.052999766,226.0775987,0.000234432,3.629983581
TOX-45481,,"5-but-2-enyl-5-(2-methylpropyl)-2-sulfanyl-1,3-diazinane-4,6-dione",3033392,CC=CCC1(CC(C)C)C(=O)NC(S)NC1=O,ALPVREZJIKUUAA-UHFFFAOYSA-N,113.9995553,0.113999555,256.1245489,0.000445094,3.351548049
TOX-45482,,"5-but-2-enyl-5-(3-methylbutyl)-2-sulfanylidene-1,3-diazinane-4,6-dione",3033394,CC=CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,PDRBXJGLHOWRML-UHFFFAOYSA-N,151.9988673,0.151998867,268.1245489,0.000566897,3.246496227
TOX-45487,,"5-but-2-enyl-5-propan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione",3003841,CC=CCC1(C(C)C)C(=O)NC(=S)NC1=O,SRABXPYYLYHQEQ-UHFFFAOYSA-N,32.99890153,0.032998902,240.0932488,0.000137442,3.861880465
TOX-45489,,"5-but-2-enyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033398,CC=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,KBYMVACFWWINMA-UHFFFAOYSA-N,48.99963484,0.048999635,268.1245489,0.00018275,3.738143735
TOX-45493,,"5-but-2-enyl-5-propyl-2-sulfanylidene-1,3-diazinane-4,6-dione",3033401,CC=CCC1(CCC)C(=O)NC(=S)NC1=O,DASWMKWTPHZQNX-UHFFFAOYSA-N,120.9959722,0.120995972,240.0932488,0.000503954,3.297609035
TOX-45495,,"5-butan-2-yl-5-(butylsulfanylmethyl)-1,3-diazinane-2,4,6-trione",49174,CCCCSCC1(C(C)CC)C(=O)NC(=O)NC1=O,BERVIHMQTXEWGU-UHFFFAOYSA-N,43.99892456,0.043998925,286.1351136,0.00015377,3.813129095
